sequence_number,Address_US,source_a,source_c,source_b,source_d,source_e,source_m,source_o,source_h,source_r,source_s,source_t,source_u,source_p,source_x,source_w,Freq,last_update,1st_update,Web_order,Gender,Address_res,Purchase,Spending
51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2226,2899,0,1,0,1,232
55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1170,1170,1,1,0,1,375
59,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3338,4127,0,1,0,1,109
61,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2957,3278,1,1,0,1,136
63,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2908,3544,0,1,0,1,261
64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,906,906,1,1,0,1,43
65,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1408,3746,0,1,1,1,389
68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,479,2107,1,1,0,1,394
69,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1470,3242,0,1,0,1,588
77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3125,3125,1,1,0,1,160
78,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,541,2862,1,1,1,1,50
81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2508,2508,0,1,0,1,233
94,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2102,2102,1,1,0,1,54
105,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1112,1112,0,1,0,1,164
108,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2907,2907,0,1,0,1,160
109,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3724,3724,0,1,0,1,305
111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3791,3852,1,1,1,1,534
113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4005,4005,1,1,0,1,105
114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1130,1130,1,1,0,1,79
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1529,1577,0,1,0,1,186
120,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,667,667,0,1,0,1,324
121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4157,4157,1,1,0,1,69
122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3436,3517,1,1,0,1,225
125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1863,1863,0,1,1,1,167
128,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1302,1302,1,1,0,1,67
130,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3883,3883,0,1,0,1,67
131,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2960,3746,0,1,1,1,120
136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1121,4065,1,1,0,1,420
138,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2648,2648,1,1,0,1,130
140,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1240,4157,1,1,1,1,141
143,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2960,3213,1,1,0,1,129
156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1242,1394,1,1,1,1,432
160,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2024,2369,0,1,0,1,547
167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,169,169,1,1,0,1,163
168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3662,3704,0,1,1,1,310
169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,582,1584,1,1,0,1,326
179,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3944,3944,1,1,0,1,68
185,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2960,3188,0,1,1,1,129
186,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1598,1598,1,1,0,1,40
188,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2675,2675,0,1,0,1,30
189,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1989,3255,0,1,0,1,130
190,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1569,1569,1,1,0,1,32
193,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1864,2487,0,1,0,1,243
195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2723,2842,1,1,0,1,237
198,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2466,4036,1,1,0,1,145
201,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2024,2068,1,1,0,1,437
202,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2080,2114,1,1,1,1,35
207,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,50,50,1,1,0,1,25
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1926,1926,0,1,0,1,62
214,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1037,1899,0,1,0,1,278
219,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,191,2024,1,1,0,1,363
220,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,182,182,1,1,0,1,1075
223,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3236,3236,1,1,0,1,128
234,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3883,3883,1,1,0,1,33
237,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2562,2562,1,1,0,1,35
238,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2705,2705,0,1,0,1,130
239,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2333,2333,1,1,1,1,161
240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2933,2936,1,1,0,1,54
241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,290,290,1,1,0,1,163
248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1141,2915,0,1,0,1,208
249,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3011,3011,0,1,0,1,80
255,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2648,2648,1,1,0,1,130
257,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1758,2794,1,1,0,1,167
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,814,814,1,1,0,1,172
267,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,800,2640,1,1,0,1,1294
276,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,107,107,1,1,0,1,129
277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2009,2065,0,1,0,1,163
279,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1086,2710,0,1,1,1,135
289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,7,0,1,0,1,129
295,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1120,3122,1,1,0,1,200
301,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3791,3791,1,1,0,1,88
315,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1991,1991,0,1,0,1,261
318,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2102,2102,1,1,0,1,161
319,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2100,3944,0,1,0,1,204
323,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,520,1008,1,1,0,1,212
324,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2194,2241,0,1,1,1,30
332,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2481,3359,1,1,0,1,619
335,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2404,2404,0,1,0,1,114
346,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1128,3746,0,1,0,1,248
347,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,492,1792,1,1,1,1,139
349,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2962,3244,1,1,0,1,96
350,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4157,4157,0,1,0,1,98
351,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,891,891,1,1,0,1,81
352,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2065,3822,0,1,0,1,197
354,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2054,2404,1,1,0,1,25
362,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,841,2088,1,1,1,1,50
365,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3655,3655,0,1,0,1,35
368,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2802,2802,1,1,0,1,161
370,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,430,2772,1,1,0,1,1184
373,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1536,1709,0,1,0,1,1500
376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3235,3235,1,1,1,1,110
377,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1031,3388,0,1,0,1,191
380,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3129,3262,0,1,0,1,217
385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1192,1192,1,1,0,1,44
386,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,314,314,0,1,0,1,149
387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,506,1785,1,1,0,1,282
389,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2618,2618,1,1,1,1,6
390,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,9,0,1,1,1,196
393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1529,1619,0,1,1,1,424
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,458,827,1,1,0,1,114
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,864,1248,0,1,0,1,163
403,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3975,4157,1,1,0,1,170
404,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2044,2081,1,1,1,1,136
405,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1646,1708,0,1,1,1,83
418,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1842,2737,1,1,1,1,169
423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,758,758,0,1,0,1,83
427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1794,2291,1,1,1,1,259
432,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1498,2831,0,1,1,1,209
433,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1739,3278,0,1,0,1,226
440,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2102,2102,1,1,0,1,54
442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,535,535,0,1,1,1,149
445,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,486,486,0,1,0,1,30
446,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3262,3262,1,1,0,1,158
448,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2647,3689,0,1,0,1,1255
449,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3593,3593,0,1,0,1,98
453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4188,4188,1,1,0,1,137
456,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,827,827,1,1,0,1,163
477,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,463,2432,1,1,0,1,322
484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,308,308,0,1,0,1,40
486,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2415,2415,1,1,0,1,35
490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1708,1800,1,1,0,1,122
505,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2962,3244,1,1,0,1,95
508,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3549,3549,1,1,0,1,229
516,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1592,1683,1,1,1,1,30
520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,148,1113,0,1,1,1,214
527,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2845,2845,0,1,0,1,120
534,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,491,3671,1,1,1,1,139
537,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3513,3529,1,1,0,1,219
538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1184,3376,0,1,0,1,44
539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3636,3648,1,1,0,1,128
542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2102,2102,1,1,0,1,171
543,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1851,1851,1,1,0,1,30
547,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2957,3382,0,1,0,1,130
551,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2220,2220,0,1,0,1,171
561,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1374,3229,0,1,0,1,369
566,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3201,3201,1,1,0,1,129
571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2459,3746,1,1,0,1,153
574,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,216,2758,1,1,1,1,123
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2831,2887,1,1,0,1,170
576,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2417,2417,1,1,0,1,130
577,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3944,3944,1,1,0,1,128
583,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1680,1680,1,1,0,1,116
585,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,465,2897,0,1,0,1,133
596,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2199,2257,1,1,0,1,81
599,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2481,2481,1,1,0,1,153
601,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,216,2051,1,1,1,1,150
607,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2326,2333,1,1,0,1,161
615,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,162,188,1,1,0,1,1162
625,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2957,3171,0,1,0,1,129
634,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4065,4065,1,1,0,1,128
635,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,850,868,1,1,0,1,210
636,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,15,3283,0,1,0,1,142
641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,120,120,0,1,0,1,149
643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,582,829,0,1,0,1,69
644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2704,2905,1,1,0,1,8
645,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1128,3430,1,1,1,1,236
646,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3944,4096,0,1,1,1,362
651,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2759,2759,0,1,0,1,35
653,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,792,3689,0,1,0,1,331
656,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3327,3327,1,1,1,1,98
664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3157,3180,1,1,0,1,162
666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2012,2053,1,1,1,1,160
668,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3342,3342,0,1,0,1,98
674,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2829,3381,0,1,0,1,163
678,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,581,581,0,1,1,1,203
690,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2402,2402,0,1,0,1,85
695,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2379,2379,0,1,0,1,207
698,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1809,1925,1,1,1,1,58
702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,549,2306,1,1,1,1,484
704,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,609,609,0,1,0,1,162
705,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2158,2249,1,1,0,1,64
707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1052,1052,0,1,0,1,170
717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3496,3496,0,1,0,1,40
721,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1128,2996,0,1,0,1,620
722,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3382,3382,1,1,0,1,132
724,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,582,582,1,1,0,1,89
726,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2313,2313,0,1,0,1,140
730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,770,770,0,1,0,1,43
735,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2634,2634,0,1,0,1,116
736,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1120,3244,0,1,0,1,124
737,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2452,2478,1,1,0,1,100
743,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3054,3067,0,1,1,1,99
746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3695,3695,0,1,0,1,129
753,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2947,2947,0,1,0,1,230
762,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3670,3670,1,1,0,1,19
768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1605,1605,1,1,0,1,85
769,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1164,3822,1,1,0,1,349
776,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3264,3264,0,1,0,1,39
778,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1752,1752,0,1,0,1,54
779,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,479,2908,1,1,0,1,204
780,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2564,3390,0,1,0,1,73
786,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2828,2828,0,1,0,1,130
787,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1043,2733,0,1,0,1,335
788,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2080,2101,1,1,0,1,130
792,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2656,2849,0,1,0,1,85
793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1154,1154,1,1,1,1,44
799,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3374,3549,0,1,1,1,163
802,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,539,2544,1,1,0,1,131
803,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2333,2333,0,1,0,1,161
804,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2626,2626,1,1,0,1,25
805,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2375,2375,1,1,0,1,145
807,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2887,3125,0,1,1,1,159
812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2590,2590,1,1,0,1,163
813,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,905,905,0,1,0,1,81
820,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2417,2417,1,1,0,1,270
821,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3158,3158,0,1,0,1,34
823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,155,155,0,1,0,1,164
828,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3251,3251,1,1,0,1,15
829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3269,3269,0,1,0,1,31
835,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,918,3479,0,1,0,1,1441
837,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1240,2758,0,1,0,1,232
839,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4005,4127,0,1,0,1,141
850,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3944,3944,1,1,0,1,49
851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,801,1865,1,1,0,1,253
852,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1759,1879,1,1,1,1,130
853,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2999,2999,1,1,0,1,160
854,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1794,3101,1,1,0,1,525
862,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1752,3013,0,1,0,1,160
867,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3536,3541,0,1,0,1,128
868,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1121,2016,1,1,0,1,247
869,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3852,3852,1,1,0,1,128
871,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2018,2047,0,1,0,1,161
873,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1240,2404,1,1,0,1,54
877,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2117,2117,0,1,0,1,161
880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2009,2059,0,1,0,1,230
888,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2893,3251,0,1,0,1,160
893,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,332,2052,1,1,0,1,410
899,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2912,2913,1,1,0,1,96
907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,891,891,1,1,0,1,163
912,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3171,3171,0,1,0,1,260
917,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3822,3822,0,1,0,1,128
918,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1794,2648,1,1,0,1,107
926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1218,1218,1,1,0,1,44
927,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,400,2998,1,1,0,1,522
930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,486,1849,0,1,1,1,266
933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1190,1190,0,1,0,1,205
934,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1011,2492,0,1,1,1,471
949,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1638,1638,1,1,0,1,30
958,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2072,2100,0,1,0,1,105
960,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2533,2533,1,1,0,1,9
965,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,744,4065,0,1,1,1,128
968,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1556,1556,1,1,0,1,46
973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,659,659,1,1,0,1,58
975,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,871,3746,0,1,0,1,496
977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1137,1323,0,1,0,1,292
981,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,701,2022,1,1,0,1,290
983,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3791,3791,0,1,1,1,98
984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,427,427,0,1,0,1,56
987,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,715,3914,1,1,1,1,129
989,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3521,3669,1,1,0,1,331
992,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3229,3229,1,1,0,1,279
999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2828,2828,1,1,0,1,100
1003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2200,2256,0,1,1,1,161
